age_policyholder,nclaims,exposure,amount,power,bm,zip
62,0,0.2465753424657534,0.0,40,1,2
57,0,0.9178082191780822,0.0,55,2,1
41,0,1.0,0.0,48,1,3
67,0,1.0,0.0,61,1,1
30,0,1.0,0.0,74,1,1
33,0,0.336986301369863,0.0,44,1,3
36,0,1.0,0.0,51,1,2
79,0,1.0,0.0,54,3,3
64,0,0.4,0.0,40,12,1
38,0,1.0,0.0,51,1,3
60,0,1.0,0.0,44,7,1
40,1,1.0,13250.0,85,1,1
29,0,1.0,0.0,66,1,2
21,0,1.0,0.0,42,3,3
25,0,1.0,0.0,66,1,1
50,0,1.0,0.0,44,5,2
43,0,1.0,0.0,66,8,1
46,0,1.0,0.0,43,9,1
21,0,1.0,0.0,57,10,3
28,0,1.0,0.0,77,3,3
49,0,1.0,0.0,55,1,1
49,0,0.936986301369863,0.0,48,1,3
21,0,0.1589041095890411,0.0,66,8,2
31,1,1.0,33390.0,60,8,3
75,0,1.0,0.0,66,1,2
32,0,1.0,0.0,32,2,2
30,0,1.0,0.0,43,4,1
50,0,1.0,0.0,55,1,2
78,1,1.0,6534.0,55,10,2
48,0,0.8383561643835616,0.0,33,4,2
37,0,1.0,0.0,66,3,2
29,0,1.0,0.0,44,3,1
67,2,0.9561643835616438,62754.0,75,12,1
62,1,1.0,2481.0,66,1,2
67,0,1.0,0.0,40,10,3
61,0,1.0,0.0,51,12,2
33,1,1.0,3730.0,66,2,1
44,0,1.0,0.0,80,4,3
40,0,1.0,0.0,71,11,2
21,1,0.33972602739726027,75000.0,43,1,3
60,0,1.0,0.0,95,2,2
82,0,1.0,0.0,40,1,3
33,0,1.0,0.0,44,12,3
48,0,0.7890410958904109,0.0,61,6,1
40,0,1.0,0.0,55,2,1
26,0,0.42191780821917807,0.0,77,1,3
59,0,1.0,0.0,39,4,1
24,0,1.0,0.0,47,5,3
38,0,1.0,0.0,66,2,2
43,0,1.0,0.0,29,2,2
54,0,1.0,0.0,29,1,3
21,0,0.9287671232876712,0.0,55,1,1
48,0,1.0,0.0,110,6,2
35,0,1.0,0.0,65,2,2
50,1,1.0,2644.0,66,10,2
72,0,1.0,0.0,38,11,1
56,0,1.0,0.0,85,13,2
32,0,0.4136986301369863,0.0,74,2,1
46,0,1.0,0.0,80,1,1
75,0,0.6657534246575343,0.0,44,1,1
33,0,1.0,0.0,55,1,1
46,0,0.38904109589041097,0.0,51,1,1
33,0,1.0,0.0,54,6,2
34,0,1.0,0.0,43,3,1
44,0,1.0,0.0,37,8,3
26,0,1.0,0.0,38,1,2
31,0,1.0,0.0,36,4,3
37,0,1.0,0.0,95,1,1
48,0,1.0,0.0,53,7,3
33,0,1.0,0.0,70,8,1
72,0,1.0,0.0,64,1,1
53,0,1.0,0.0,46,2,3
62,0,1.0,0.0,33,3,3
46,0,1.0,0.0,25,2,3
28,0,1.0,0.0,43,12,2
46,0,1.0,0.0,111,5,1
34,0,1.0,0.0,88,2,1
47,0,1.0,0.0,84,2,3
50,0,1.0,0.0,44,1,1
32,1,1.0,53841.0,55,12,3
54,0,1.0,0.0,55,12,1
35,0,1.0,0.0,85,8,1
34,0,1.0,0.0,54,11,2
65,0,0.8712328767123287,0.0,48,6,1
42,0,0.18356164383561643,0.0,67,5,1
39,0,1.0,0.0,65,1,2
26,0,1.0,0.0,75,1,3
72,0,1.0,0.0,85,2,1
50,0,1.0,0.0,43,2,1
44,0,1.0,0.0,82,11,1
53,0,1.0,0.0,101,1,1
38,1,1.0,256.0,97,1,2
54,0,1.0,0.0,43,2,1
58,1,1.0,2118.0,40,1,3
27,0,1.0,0.0,47,1,2
47,1,1.0,3409.0,63,2,1
45,0,1.0,0.0,55,1,3
46,1,0.4383561643835616,2755.0,57,12,3
48,0,1.0,0.0,40,1,1
39,0,1.0,0.0,43,6,2
32,0,1.0,0.0,43,1,3
61,0,1.0,0.0,60,6,3
73,0,1.0,0.0,107,1,2
60,0,1.0,0.0,58,1,3
66,0,1.0,0.0,40,1,3
50,0,1.0,0.0,69,7,1
66,0,1.0,0.0,43,6,1
46,0,0.4328767123287671,0.0,55,2,3
46,0,0.0821917808219178,0.0,34,6,3
43,0,1.0,0.0,33,2,1
36,0,1.0,0.0,47,2,2
57,0,1.0,0.0,42,1,1
64,0,1.0,0.0,50,1,3
52,0,1.0,0.0,59,2,1
32,0,0.07945205479452055,0.0,55,6,2
55,0,1.0,0.0,47,10,2
26,0,0.5753424657534246,0.0,52,1,3
55,0,0.7890410958904109,0.0,55,1,1
80,0,0.4520547945205479,0.0,82,6,1
49,0,1.0,0.0,55,1,1
44,2,1.0,186252.0,55,1,1
36,0,1.0,0.0,55,2,1
32,0,1.0,0.0,44,12,2
30,0,0.5726027397260274,0.0,40,9,1
80,0,1.0,0.0,37,3,3
77,0,1.0,0.0,92,9,1
22,0,0.32602739726027397,0.0,55,1,1
70,0,1.0,0.0,52,9,3
26,0,1.0,0.0,78,2,1
28,1,0.8821917808219178,6582.0,33,6,1
72,0,1.0,0.0,50,10,2
32,0,1.0,0.0,65,1,2
65,0,1.0,0.0,77,2,1
71,0,1.0,0.0,73,1,1
43,0,1.0,0.0,51,1,2
32,0,1.0,0.0,64,3,3
31,0,0.3287671232876712,0.0,40,6,3
38,0,0.2136986301369863,0.0,40,10,3
30,0,1.0,0.0,75,11,1
46,0,0.6657534246575343,0.0,33,11,3
53,0,1.0,0.0,55,2,1
42,0,1.0,0.0,93,6,3
76,0,1.0,0.0,55,2,2
50,0,1.0,0.0,78,9,1
22,0,1.0,0.0,40,6,3
51,0,1.0,0.0,43,2,3
47,0,1.0,0.0,55,4,2
66,0,1.0,0.0,77,3,1
36,0,1.0,0.0,66,9,1
42,0,0.4136986301369863,0.0,29,1,3
50,0,1.0,0.0,55,1,1
27,0,1.0,0.0,46,1,3
37,0,1.0,0.0,60,1,2
65,0,0.42191780821917807,0.0,48,1,1
46,0,0.4958904109589041,0.0,77,1,1
26,0,1.0,0.0,54,1,3
45,0,0.2958904109589041,0.0,33,3,2
75,0,1.0,0.0,47,1,3
41,0,0.46301369863013697,0.0,40,1,2
72,0,0.7945205479452054,0.0,37,1,3
49,0,1.0,0.0,85,11,1
65,0,1.0,0.0,80,2,2
56,0,0.6136986301369863,0.0,55,1,2
27,0,1.0,0.0,112,7,1
29,0,0.06027397260273973,0.0,55,2,3
64,0,1.0,0.0,37,10,2
38,0,0.3643835616438356,0.0,66,1,2
38,1,1.0,31638.0,110,6,1
49,0,1.0,0.0,66,3,1
39,0,0.4273972602739726,0.0,66,12,1
43,0,1.0,0.0,43,1,1
60,0,1.0,0.0,63,7,1
79,0,1.0,0.0,40,2,3
62,0,1.0,0.0,34,10,2
42,0,1.0,0.0,32,2,3
83,0,1.0,0.0,97,4,1
65,1,0.4958904109589041,15000.0,66,1,1
24,0,0.863013698630137,0.0,55,1,1
54,0,1.0,0.0,66,1,1
48,0,1.0,0.0,55,10,1
21,0,1.0,0.0,40,1,1
46,0,0.5808219178082191,0.0,40,1,1
39,0,1.0,0.0,53,2,1
28,0,1.0,0.0,66,1,3
72,0,1.0,0.0,66,1,1
62,0,1.0,0.0,57,8,1
66,0,0.1726027397260274,0.0,65,1,3
74,1,1.0,6414.0,55,3,1
56,1,1.0,57540.0,85,1,1
30,0,1.0,0.0,72,11,3
64,1,1.0,5850.0,43,1,1
40,0,1.0,0.0,82,5,1
34,0,0.2328767123287671,0.0,47,1,1
30,1,1.0,5288.0,37,1,1
25,0,1.0,0.0,55,1,3
73,0,0.9041095890410958,0.0,33,1,1
64,0,1.0,0.0,55,2,2
28,3,1.0,30798.0,105,11,1
43,0,1.0,0.0,90,15,2
51,0,1.0,0.0,40,6,3
47,0,1.0,0.0,66,3,2
81,0,1.0,0.0,44,1,1
39,0,1.0,0.0,73,1,1
32,0,1.0,0.0,40,3,3
54,0,1.0,0.0,40,2,3
69,0,1.0,0.0,47,1,1
66,0,1.0,0.0,70,1,3
32,0,0.0547945205479452,0.0,90,6,2
73,0,1.0,0.0,55,8,2
67,0,1.0,0.0,50,1,2
32,0,0.9232876712328767,0.0,66,12,2
25,0,1.0,0.0,40,6,1
53,0,1.0,0.0,64,2,2
19,1,0.0684931506849315,6642.0,68,1,3
42,0,1.0,0.0,54,1,2
27,0,0.8849315068493151,0.0,55,4,3
36,0,1.0,0.0,54,1,1
44,0,1.0,0.0,44,1,3
47,0,1.0,0.0,73,1,1
48,0,1.0,0.0,42,1,3
34,1,1.0,8784.0,54,1,1
42,0,1.0,0.0,38,8,1
33,0,0.6164383561643836,0.0,36,12,1
52,0,0.9561643835616438,0.0,120,2,2
30,0,1.0,0.0,85,1,2
72,0,1.0,0.0,33,10,1
51,0,1.0,0.0,66,6,1
74,0,1.0,0.0,45,6,2
36,0,0.810958904109589,0.0,40,1,1
44,1,1.0,51540.0,70,5,3
30,0,1.0,0.0,33,5,2
51,2,0.8328767123287671,135374.0,82,1,1
72,0,1.0,0.0,44,1,2
31,0,1.0,0.0,55,6,1
29,0,1.0,0.0,29,3,1
49,0,1.0,0.0,59,6,1
41,0,0.2821917808219178,0.0,60,3,2
40,0,1.0,0.0,37,1,1
24,0,0.5424657534246575,0.0,40,1,3
27,0,1.0,0.0,77,6,1
63,0,1.0,0.0,38,1,1
38,1,1.0,2685.0,37,5,1
81,0,1.0,0.0,27,2,2
55,0,1.0,0.0,42,2,3
28,0,0.16712328767123288,0.0,66,2,1
59,0,1.0,0.0,38,2,3
55,0,1.0,0.0,37,1,1
34,0,1.0,0.0,103,1,1
36,0,1.0,0.0,43,1,1
44,1,1.0,63072.0,85,5,2
48,1,1.0,57540.0,55,2,2
61,0,1.0,0.0,55,2,1
29,0,0.5753424657534246,0.0,71,1,2
30,0,1.0,0.0,40,6,3
48,1,1.0,4452.0,50,1,2
51,0,0.2493150684931507,0.0,52,6,3
46,1,1.0,5692.0,55,1,3
73,0,1.0,0.0,37,1,1
51,0,1.0,0.0,88,2,3
41,0,0.5808219178082191,0.0,47,2,1
60,0,1.0,0.0,40,1,2
42,0,1.0,0.0,51,12,2
58,0,0.2684931506849315,0.0,86,11,3
45,0,0.8136986301369863,0.0,74,3,2
36,0,0.3835616438356164,0.0,100,12,1
58,0,1.0,0.0,39,3,1
77,0,1.0,0.0,50,4,1
40,0,1.0,0.0,37,1,1
46,0,1.0,0.0,85,10,2
48,0,1.0,0.0,44,1,1
37,0,1.0,0.0,40,5,1
49,0,1.0,0.0,60,2,3
27,0,1.0,0.0,64,1,1
33,0,1.0,0.0,70,1,1
29,1,1.0,5850.0,50,1,1
76,0,1.0,0.0,66,10,2
61,0,0.2465753424657534,0.0,43,4,2
60,0,1.0,0.0,44,1,1
26,0,1.0,0.0,55,1,1
39,0,0.5041095890410959,0.0,55,5,1
57,0,1.0,0.0,37,1,2
46,0,1.0,0.0,110,1,2
45,1,1.0,5324.0,48,1,1
61,0,1.0,0.0,55,3,1
58,0,1.0,0.0,66,2,1
27,0,1.0,0.0,51,5,2
62,0,1.0,0.0,98,11,1
71,0,1.0,0.0,85,1,1
39,1,1.0,2517.0,40,1,1
49,0,1.0,0.0,40,5,1
61,1,0.9452054794520548,75852.0,97,8,1
28,0,1.0,0.0,33,3,1
52,0,1.0,0.0,90,12,2
50,0,1.0,0.0,49,6,1
47,1,0.7835616438356164,840.0,85,6,1
78,0,0.915068493150685,0.0,43,2,3
29,0,1.0,0.0,43,1,3
66,0,1.0,0.0,33,2,3
78,0,1.0,0.0,60,1,1
27,0,0.3287671232876712,0.0,77,1,2
42,0,1.0,0.0,50,1,3
37,0,0.06575342465753424,0.0,53,1,3
41,0,1.0,0.0,99,1,1
55,0,1.0,0.0,43,2,3
34,0,0.6767123287671233,0.0,44,1,1
38,0,1.0,0.0,63,6,2
35,0,1.0,0.0,33,1,1
29,0,1.0,0.0,60,1,3
43,0,1.0,0.0,55,1,1
40,0,1.0,0.0,53,3,1
60,1,1.0,57540.0,55,1,1
24,0,0.8027397260273973,0.0,55,3,1
71,0,1.0,0.0,85,8,3
31,0,1.0,0.0,53,1,1
42,0,1.0,0.0,40,3,1
39,0,1.0,0.0,80,2,1
66,0,1.0,0.0,44,1,1
61,0,0.16712328767123288,0.0,94,2,3
58,0,1.0,0.0,160,6,3
62,0,1.0,0.0,51,1,2
41,0,1.0,0.0,66,11,3
76,0,1.0,0.0,55,3,2
27,0,1.0,0.0,66,7,1
65,0,1.0,0.0,40,3,1
58,1,1.0,22990.0,47,10,1
33,0,1.0,0.0,88,2,1
66,0,1.0,0.0,66,1,2
27,0,1.0,0.0,63,11,1
60,0,0.2602739726027397,0.0,59,1,2
42,0,0.1506849315068493,0.0,70,3,3
58,0,0.810958904109589,0.0,97,12,1
46,0,0.4301369863013699,0.0,96,2,1
63,0,1.0,0.0,41,12,2
73,0,1.0,0.0,66,1,1
73,0,1.0,0.0,43,1,2
72,0,1.0,0.0,38,2,1
43,0,0.915068493150685,0.0,55,1,2
75,0,1.0,0.0,65,2,3
47,0,1.0,0.0,66,1,1
28,1,0.7698630136986301,27693.0,92,6,2
61,0,1.0,0.0,42,7,1
72,0,1.0,0.0,40,5,1
28,0,1.0,0.0,114,1,2
68,0,1.0,0.0,40,1,3
42,0,1.0,0.0,66,10,3
61,0,0.5287671232876713,0.0,70,2,3
31,0,1.0,0.0,44,12,2
53,0,1.0,0.0,43,1,2
52,0,1.0,0.0,33,1,2
33,0,1.0,0.0,44,1,1
32,0,1.0,0.0,40,7,3
20,1,1.0,465000.0,55,2,1
43,0,1.0,0.0,47,1,2
47,0,1.0,0.0,75,3,1
55,0,0.1178082191780822,0.0,44,16,0
25,0,0.26301369863013696,0.0,40,1,2
36,0,0.9561643835616438,0.0,39,6,3
25,0,1.0,0.0,60,1,2
36,0,1.0,0.0,44,1,1
30,0,1.0,0.0,79,1,1
41,0,1.0,0.0,74,6,1
35,0,1.0,0.0,37,1,1
26,0,0.136986301369863,0.0,51,1,3
44,0,1.0,0.0,68,3,1
26,0,1.0,0.0,43,2,2
61,0,1.0,0.0,64,9,3
44,0,0.25205479452054796,0.0,47,5,1
70,1,1.0,57540.0,33,1,1
49,0,0.6657534246575343,0.0,55,1,1
50,0,1.0,0.0,40,1,1
29,0,0.6328767123287671,0.0,52,1,3
32,2,1.0,110000.0,85,1,3
32,1,1.0,57540.0,33,12,1
48,0,1.0,0.0,37,1,2
57,0,1.0,0.0,90,10,2
32,1,1.0,57540.0,51,3,3
51,2,1.0,69456.0,62,1,2
62,0,1.0,0.0,37,10,1
33,0,0.8438356164383561,0.0,33,12,1
45,0,1.0,0.0,85,11,0
36,0,0.2328767123287671,0.0,55,2,2
30,0,1.0,0.0,37,3,1
55,0,1.0,0.0,64,2,1
30,0,1.0,0.0,55,9,2
66,0,0.7534246575342466,0.0,81,1,1
42,0,1.0,0.0,44,1,2
43,0,1.0,0.0,63,6,2
59,0,1.0,0.0,40,1,1
67,0,1.0,0.0,43,12,1
39,0,0.273972602739726,0.0,70,1,3
28,1,1.0,44500.0,77,2,1
52,0,1.0,0.0,65,1,2
22,0,1.0,0.0,60,11,3
69,0,1.0,0.0,44,10,2
58,0,1.0,0.0,33,1,1
67,0,0.9698630136986301,0.0,51,1,1
25,0,0.8794520547945206,0.0,55,10,3
25,0,1.0,0.0,50,8,1
60,0,1.0,0.0,40,1,1
51,0,0.5808219178082191,0.0,43,2,3
49,0,1.0,0.0,60,11,1
49,0,0.27671232876712326,0.0,50,2,1
72,0,0.6657534246575343,0.0,45,3,1
74,0,1.0,0.0,44,1,1
56,0,1.0,0.0,43,5,3
53,0,1.0,0.0,33,1,1
36,0,1.0,0.0,40,5,2
61,0,0.40821917808219177,0.0,40,2,1
70,0,1.0,0.0,55,10,1
44,0,1.0,0.0,39,12,2
72,0,1.0,0.0,37,1,2
63,0,1.0,0.0,66,1,3
46,0,1.0,0.0,48,8,2
66,0,0.5506849315068493,0.0,50,12,2
45,0,1.0,0.0,55,3,1
42,1,1.0,5348.0,40,6,1
54,0,1.0,0.0,40,2,3
73,0,1.0,0.0,33,2,1
34,0,1.0,0.0,66,12,3
33,0,1.0,0.0,47,2,1
19,0,0.5397260273972603,0.0,110,1,1
48,1,1.0,30830.0,46,3,1
38,0,1.0,0.0,40,1,3
76,0,1.0,0.0,34,5,2
53,0,1.0,0.0,54,1,2
87,0,1.0,0.0,51,1,2
42,1,1.0,9141.0,72,1,1
60,0,1.0,0.0,55,5,1
45,0,1.0,0.0,40,6,1
42,0,1.0,0.0,60,3,3
47,0,0.9041095890410958,0.0,73,2,1
37,0,0.4958904109589041,0.0,66,14,3
35,0,1.0,0.0,95,10,1
39,0,1.0,0.0,45,1,2
73,0,1.0,0.0,57,9,3
22,0,1.0,0.0,51,2,3
61,0,1.0,0.0,43,16,2
28,0,1.0,0.0,44,4,3
39,0,0.7479452054794521,0.0,53,2,1
50,0,0.7534246575342466,0.0,69,12,3
34,0,1.0,0.0,44,1,2
31,0,1.0,0.0,43,1,3
29,0,0.16712328767123288,0.0,44,1,2
40,0,1.0,0.0,55,5,1
75,0,1.0,0.0,81,11,1
36,0,0.915068493150685,0.0,44,1,3
41,0,1.0,0.0,96,10,1
34,0,1.0,0.0,66,2,1
27,0,1.0,0.0,44,2,2
65,0,1.0,0.0,53,1,3
30,0,0.2465753424657534,0.0,63,1,3
41,0,0.08493150684931507,0.0,21,2,2
33,0,0.3287671232876712,0.0,77,3,2
62,0,1.0,0.0,70,6,2
45,0,1.0,0.0,43,11,3
61,0,0.5671232876712329,0.0,54,3,3
34,0,1.0,0.0,47,2,0
28,0,0.810958904109589,0.0,43,1,3
61,0,1.0,0.0,73,10,1
32,0,0.8410958904109589,0.0,43,1,2
59,0,1.0,0.0,65,3,2
21,0,1.0,0.0,80,2,3
55,0,1.0,0.0,48,3,2
38,0,1.0,0.0,44,1,3
52,0,1.0,0.0,75,5,1
25,0,1.0,0.0,33,2,2
36,2,1.0,46458.0,55,2,1
34,1,1.0,6038.0,44,6,3
26,0,0.8493150684931506,0.0,44,1,1
48,0,1.0,0.0,66,5,3
51,0,0.08493150684931507,0.0,96,8,3
52,0,1.0,0.0,44,1,1
49,0,1.0,0.0,110,1,2
61,0,1.0,0.0,66,1,1
61,0,1.0,0.0,66,1,2
53,0,0.8,0.0,66,2,2
34,0,1.0,0.0,37,1,1
20,0,1.0,0.0,54,6,3
38,0,1.0,0.0,43,12,2
32,0,1.0,0.0,34,1,2
70,0,1.0,0.0,55,8,1
44,0,1.0,0.0,41,1,2
27,0,0.6657534246575343,0.0,43,1,2
51,0,1.0,0.0,40,1,1
55,0,0.5041095890410959,0.0,54,1,1
59,0,1.0,0.0,37,2,2
74,0,1.0,0.0,51,1,1
50,0,0.5808219178082191,0.0,38,6,2
49,0,1.0,0.0,60,1,1
55,0,0.27671232876712326,0.0,47,1,1
66,0,1.0,0.0,40,3,2
39,0,1.0,0.0,34,3,2
47,0,1.0,0.0,55,1,1
67,0,0.4,0.0,39,1,2
32,0,1.0,0.0,80,2,2
28,0,1.0,0.0,66,9,3
69,0,1.0,0.0,33,11,1
72,0,1.0,0.0,44,1,1
73,0,1.0,0.0,39,6,2
36,0,1.0,0.0,33,2,2
47,0,1.0,0.0,54,9,3
39,1,1.0,10000.0,36,11,3
44,0,0.8602739726027397,0.0,37,7,1
38,0,1.0,0.0,60,1,3
48,0,1.0,0.0,90,4,1
55,0,1.0,0.0,66,9,1
46,0,1.0,0.0,34,3,2
37,0,1.0,0.0,65,12,3
39,0,1.0,0.0,30,11,2
36,0,1.0,0.0,74,2,3
59,1,1.0,57540.0,55,1,2
36,0,0.273972602739726,0.0,50,2,1
47,0,1.0,0.0,110,1,1
50,0,0.873972602739726,0.0,66,5,3
44,0,1.0,0.0,44,1,1
50,1,1.0,48538.0,51,8,3
73,1,0.7972602739726027,3245.0,61,1,2
30,0,1.0,0.0,87,1,1
50,0,1.0,0.0,43,1,1
32,0,1.0,0.0,33,2,3
44,0,1.0,0.0,44,1,3
35,0,0.273972602739726,0.0,54,1,2
55,0,1.0,0.0,69,2,2
34,0,1.0,0.0,40,2,2
35,0,1.0,0.0,55,6,3
30,0,1.0,0.0,55,3,2
56,0,1.0,0.0,44,1,1
56,0,1.0,0.0,66,1,2
54,0,1.0,0.0,81,11,3
25,0,0.6958904109589041,0.0,47,2,1
24,0,0.8438356164383561,0.0,92,8,1
41,0,1.0,0.0,66,2,3
47,1,1.0,8139.0,40,4,2
29,0,0.15616438356164383,0.0,110,5,1
41,0,1.0,0.0,83,5,1
43,1,0.2821917808219178,3117.0,51,5,2
43,0,1.0,0.0,55,1,3
23,1,1.0,19133.0,106,3,1
42,0,1.0,0.0,36,2,3
61,0,0.8301369863013699,0.0,68,1,3
73,0,1.0,0.0,40,6,1
37,0,1.0,0.0,54,6,0
53,0,0.4136986301369863,0.0,34,12,2
31,0,0.9753424657534246,0.0,55,5,2
40,0,1.0,0.0,132,1,1
76,1,1.0,36319.0,98,10,3
38,0,1.0,0.0,45,1,1
65,0,1.0,0.0,66,1,2
44,0,1.0,0.0,66,1,1
48,0,1.0,0.0,60,8,3
33,1,1.0,23957.0,55,6,2
45,0,0.4054794520547945,0.0,66,1,3
39,0,0.8164383561643835,0.0,47,1,2
28,0,1.0,0.0,60,1,3
69,0,1.0,0.0,66,7,1
67,0,1.0,0.0,47,1,3
23,1,1.0,6292.0,46,12,1
45,0,0.08767123287671233,0.0,62,1,1
46,0,1.0,0.0,51,10,2
35,1,0.7780821917808219,2892.0,44,1,2
61,0,0.4767123287671233,0.0,52,7,1
49,0,1.0,0.0,66,1,1
37,0,1.0,0.0,59,12,2
48,0,0.33972602739726027,0.0,66,1,1
73,1,1.0,2704.0,55,5,1
66,1,1.0,8840.0,55,2,2
77,0,1.0,0.0,43,6,2
25,0,1.0,0.0,33,1,3
38,0,1.0,0.0,63,2,1
69,0,0.589041095890411,0.0,66,1,1
24,1,1.0,3189.0,55,1,2
84,0,1.0,0.0,44,1,1
53,0,1.0,0.0,54,1,1
41,0,1.0,0.0,68,1,1
40,0,1.0,0.0,50,1,3
64,0,1.0,0.0,50,1,1
58,0,1.0,0.0,50,1,1
41,0,1.0,0.0,47,1,3
43,1,1.0,59456.0,53,1,1
56,0,1.0,0.0,85,3,1
56,0,1.0,0.0,33,1,3
28,0,1.0,0.0,37,5,1
57,0,1.0,0.0,43,1,2
63,0,1.0,0.0,40,10,3
42,0,1.0,0.0,83,11,2
43,1,1.0,57540.0,55,1,1
66,0,1.0,0.0,55,2,1
30,0,1.0,0.0,42,3,2
37,0,1.0,0.0,40,1,3
46,0,1.0,0.0,55,3,1
33,0,0.8328767123287671,0.0,33,2,3
46,0,1.0,0.0,87,10,2
43,0,1.0,0.0,33,6,0
42,0,0.5397260273972603,0.0,50,9,3
72,0,1.0,0.0,44,1,3
29,0,0.7890410958904109,0.0,66,3,3
24,0,0.9205479452054794,0.0,48,2,3
57,0,1.0,0.0,62,11,2
59,0,1.0,0.0,54,12,1
50,1,1.0,66228.0,62,7,2
28,0,1.0,0.0,73,1,3
62,0,1.0,0.0,59,1,1
66,0,1.0,0.0,40,1,2
37,0,1.0,0.0,50,9,2
35,0,0.4301369863013699,0.0,85,3,3
49,0,1.0,0.0,51,6,1
54,0,1.0,0.0,37,1,3
62,0,1.0,0.0,74,10,2
72,0,1.0,0.0,84,1,3
42,1,1.0,65997.0,49,5,2
67,0,1.0,0.0,45,15,1
46,0,0.8794520547945206,0.0,66,16,2
78,0,1.0,0.0,36,5,1
28,0,1.0,0.0,51,10,1
62,0,0.16164383561643836,0.0,33,1,1
24,0,1.0,0.0,85,1,1
62,0,1.0,0.0,59,1,2
66,0,1.0,0.0,51,8,3
57,0,1.0,0.0,55,2,2
42,0,1.0,0.0,34,5,2
47,0,0.3287671232876712,0.0,65,10,1
23,0,1.0,0.0,39,10,3
57,0,1.0,0.0,55,10,1
19,1,0.5863013698630137,57540.0,74,2,3
52,0,1.0,0.0,51,5,1
26,0,1.0,0.0,60,1,3
42,0,1.0,0.0,55,6,2
33,0,1.0,0.0,40,2,1
54,0,1.0,0.0,110,1,1
52,0,0.8301369863013699,0.0,55,3,1
28,0,0.9753424657534246,0.0,40,2,1
47,0,1.0,0.0,44,7,1
50,0,1.0,0.0,55,7,3
71,1,1.0,127758.0,90,2,1
40,0,1.0,0.0,33,4,2
54,0,0.0136986301369863,0.0,66,3,1
58,0,1.0,0.0,55,3,3
77,0,1.0,0.0,54,11,1
76,0,1.0,0.0,47,6,3
60,0,1.0,0.0,40,10,3
47,0,1.0,0.0,50,2,3
71,0,1.0,0.0,92,1,3
46,0,0.11506849315068493,0.0,27,11,1
66,0,1.0,0.0,55,2,2
50,0,1.0,0.0,48,15,3
56,0,0.33424657534246577,0.0,44,4,1
77,0,1.0,0.0,44,3,1
71,0,1.0,0.0,42,2,3
41,0,1.0,0.0,66,15,1
52,0,1.0,0.0,54,1,1
33,0,1.0,0.0,65,1,1
46,0,1.0,0.0,48,1,1
50,0,1.0,0.0,85,8,1
31,0,0.14246575342465753,0.0,115,1,1
56,0,1.0,0.0,68,1,3
52,0,1.0,0.0,42,2,1
46,0,1.0,0.0,75,15,2
56,0,0.10136986301369863,0.0,43,8,1
72,0,0.4876712328767123,0.0,63,1,1
71,0,1.0,0.0,24,1,1
37,0,0.25205479452054796,0.0,55,1,3
49,0,1.0,0.0,66,1,3
42,0,1.0,0.0,53,9,2
40,0,0.9232876712328767,0.0,66,2,1
46,0,1.0,0.0,84,1,3
47,0,1.0,0.0,81,5,1
74,0,1.0,0.0,40,17,2
56,0,1.0,0.0,65,1,2
36,0,1.0,0.0,51,1,1
64,0,0.7534246575342466,0.0,75,1,1
26,0,1.0,0.0,47,2,2
36,0,1.0,0.0,33,7,2
69,0,1.0,0.0,55,1,2
57,0,1.0,0.0,55,2,3
54,0,0.2465753424657534,0.0,32,2,1
50,1,1.0,63233.0,100,5,3
37,0,1.0,0.0,40,8,2
61,0,1.0,0.0,37,1,1
24,0,1.0,0.0,19,1,2
43,0,1.0,0.0,33,1,3
53,0,1.0,0.0,55,5,2
32,0,1.0,0.0,92,11,2
51,0,1.0,0.0,37,2,3
25,0,1.0,0.0,33,3,1
37,0,1.0,0.0,40,1,2
74,0,1.0,0.0,43,3,3
45,2,0.8082191780821918,448016.0,42,11,1
61,0,1.0,0.0,53,8,1
45,0,0.7041095890410959,0.0,105,1,3
58,0,1.0,0.0,85,1,2
59,0,1.0,0.0,55,2,3
53,1,1.0,55050.0,68,3,2
50,0,1.0,0.0,43,7,2
47,0,0.673972602739726,0.0,47,1,2
25,1,1.0,5214.0,50,3,3
52,0,1.0,0.0,60,1,1
54,0,1.0,0.0,60,9,1
33,0,0.9917808219178083,0.0,29,1,1
40,0,1.0,0.0,66,6,2
59,0,1.0,0.0,55,1,1
39,0,1.0,0.0,49,9,2
85,1,1.0,16982.0,65,1,1
33,0,1.0,0.0,39,10,3
60,0,1.0,0.0,68,2,3
35,0,1.0,0.0,44,4,1
48,0,1.0,0.0,60,5,3
49,1,1.0,6066.0,53,5,2
32,0,1.0,0.0,51,9,3
25,0,0.336986301369863,0.0,40,1,3
39,0,1.0,0.0,37,1,1
53,0,1.0,0.0,82,2,1
29,0,0.41643835616438357,0.0,54,1,2
64,0,1.0,0.0,92,2,1
35,1,1.0,5850.0,75,5,1
34,1,0.726027397260274,39679.0,54,10,2
37,0,0.8082191780821918,0.0,90,6,2
40,0,0.7726027397260274,0.0,37,1,2
64,0,1.0,0.0,53,1,2
46,0,1.0,0.0,57,9,2
65,0,1.0,0.0,66,10,1
66,0,0.8,0.0,40,7,1
35,0,0.14520547945205478,0.0,76,16,2
61,0,1.0,0.0,44,6,2
76,0,1.0,0.0,60,1,1
42,0,1.0,0.0,51,1,0
72,0,1.0,0.0,51,2,2
